Order,Latin_binomial,Body_mass,Island_or_mainland,IUCN_Category
Rodentia,Abrawayaomys_ruschii,63,mainland,LC
Rodentia,Abrocoma_bennettii,250,mainland,LC
Rodentia,Abrocoma_boliviensis,158,mainland,CR
Rodentia,Abrocoma_budini,360.7,mainland,DD
Rodentia,Abrocoma_cinerea,250,mainland,LC
Rodentia,Abrocoma_famatina,233.4,mainland,DD
Rodentia,Abrocoma_shistacea,276.3,mainland,LC
Rodentia,Abrocoma_uspallata,245.8,mainland,DD
Rodentia,Abrocoma_vaccarum,254.3,mainland,DD
Rodentia,Abrothrix_andinus,18,mainland,LC
Rodentia,Abrothrix_illutea,47.8,mainland,LC
Rodentia,Abrothrix_jelskii,34.5,mainland,LC
Rodentia,Abrothrix_lanosus,32.5,mainland,LC
Rodentia,Abrothrix_longipilis,37.6,mainland,LC
Rodentia,Abrothrix_olivaceus,27,mainland,LC
Rodentia,Abrothrix_sanborni,24.7,mainland,NT
Carnivora,Acinonyx_jubatus,46700,mainland,VU
Rodentia,Acomys_airensis,48.3,mainland,LC
Rodentia,Acomys_cahirinus,52.5,mainland,LC
Rodentia,Acomys_cilicicus,42.5,mainland,DD
Rodentia,Acomys_cineraceus,20.3,mainland,LC
Rodentia,Acomys_dimidiatus,37.5,mainland,LC
Rodentia,Acomys_ignitus,24,mainland,LC
Rodentia,Acomys_johannis,18.5,mainland,LC
Rodentia,Acomys_kempi,22,mainland,LC
Rodentia,Acomys_louisae,20.2,mainland,LC
Rodentia,Acomys_mullah,28.4,mainland,LC
Rodentia,Acomys_percivali,22,mainland,LC
Rodentia,Acomys_russatus,49.8,mainland,LC
Rodentia,Acomys_seurati,71.2,mainland,LC
Rodentia,Acomys_spinosissimus,26.5,mainland,LC
Rodentia,Acomys_subspinosus,21,mainland,LC
Rodentia,Acomys_wilsoni,18.5,mainland,LC
Rodentia,Aconaemys_fuscus,133.5,mainland,LC
Rodentia,Aconaemys_porteri,92,mainland,DD
Rodentia,Aconaemys_sagei,96.5,mainland,DD
Diprotodontia,Acrobates_pygmaeus,12,mainland,LC
Cetartiodactyla,Addax_nasomaculatus,70000.3,mainland,CR
Rodentia,Aegialomys_xanthaeolus,79.8,mainland,LC
Rodentia,Aepeomys_lugens,37,mainland,LC
Rodentia,Aepeomys_reigi,40.6,mainland,VU
Cetartiodactyla,Aepyceros_melampus,52500.1,mainland,LC
Diprotodontia,Aepyprymnus_rufescens,3250,mainland,LC
Rodentia,Aeretes_melanopterus,732.4,mainland,NT
Rodentia,Aeromys_tephromelas,1075,mainland,DD
Chiroptera,Aethalops_alecto,15,mainland,LC
Rodentia,Aethomys_bocagei,107.6,mainland,LC
Rodentia,Aethomys_chrysophilus,74.9,mainland,LC
Rodentia,Aethomys_granti,40,mainland,LC
Rodentia,Aethomys_hindei,103.5,mainland,LC
Rodentia,Aethomys_ineptus,74.9,mainland,LC
Rodentia,Aethomys_kaiseri,90,mainland,LC
Rodentia,Aethomys_namaquensis,50.6,mainland,LC
Rodentia,Aethomys_nyikae,77,mainland,LC
Rodentia,Aethomys_silindensis,107.6,mainland,DD
Rodentia,Aethomys_stannarius,107.6,mainland,DD
Rodentia,Aethomys_thomasi,107.6,mainland,LC
Cetartiodactyla,Agalmaceros_blicki,60000,mainland,EP
Carnivora,Ailuropoda_melanoleuca,108400,mainland,VU
Carnivora,Ailurus_fulgens,4900,mainland,EN
Rodentia,Akodon_aerosus,60,mainland,LC
Rodentia,Akodon_affinis,24.9,mainland,LC
Rodentia,Akodon_albiventer,21.8,mainland,LC
Rodentia,Akodon_aliquantulus,14,mainland,DD
Rodentia,Akodon_azarae,25,mainland,LC
Rodentia,Akodon_boliviensis,27.5,mainland,LC
Rodentia,Akodon_budini,26.9,mainland,LC
Rodentia,Akodon_cursor,39.9,mainland,LC
Rodentia,Akodon_dayi,32.5,mainland,LC
Rodentia,Akodon_dolores,50.5,mainland,LC
Rodentia,Akodon_fumeus,22.7,mainland,LC
Rodentia,Akodon_iniscatus,28.7,mainland,LC
Rodentia,Akodon_juninensis,39,mainland,LC
Rodentia,Akodon_kofordi,29.5,mainland,LC
Rodentia,Akodon_leucolimnaeus,28.8,mainland,DD
Rodentia,Akodon_lindberghi,26.4,mainland,DD
Rodentia,Akodon_lutescens,20.7,mainland,LC
Rodentia,Akodon_mimus,24,mainland,LC
Rodentia,Akodon_molinae,33,mainland,LC
Rodentia,Akodon_mollis,30.4,mainland,LC
Rodentia,Akodon_montensis,44.1,mainland,LC
Rodentia,Akodon_mystax,18.5,mainland,DD
Rodentia,Akodon_neocenus,42.4,mainland,DD
Rodentia,Akodon_oenos,24.8,mainland,DD
Rodentia,Akodon_orophilus,39,mainland,LC
Rodentia,Akodon_paranaensis,40.3,mainland,LC
Rodentia,Akodon_pervalens,61.3,mainland,DD
Rodentia,Akodon_philipmyersi,18.7,mainland,DD
Rodentia,Akodon_reigi,41.3,mainland,LC
Rodentia,Akodon_sanctipaulensis,27.1,mainland,DD
Rodentia,Akodon_serrensis,28.3,mainland,LC
Rodentia,Akodon_siberiae,34.6,mainland,NT
Rodentia,Akodon_simulator,42.5,mainland,LC
Rodentia,Akodon_spegazzinii,28.6,mainland,LC
Rodentia,Akodon_subfuscus,30.4,mainland,LC
Rodentia,Akodon_surdus,39,mainland,VU
Rodentia,Akodon_sylvanus,39,mainland,LC
Rodentia,Akodon_toba,51.2,mainland,LC
Rodentia,Akodon_torques,39,mainland,LC
Rodentia,Akodon_varius,40,mainland,DD
Cetartiodactyla,Alcelaphus_buselaphus,171001.5,mainland,LC
Cetartiodactyla,Alces_alces,356998,mainland,LC
Rodentia,Allactaga_balikunica,72.5,mainland,LC
Rodentia,Allactaga_bullata,87,mainland,LC
Rodentia,Allactaga_elater,59,mainland,LC
Rodentia,Allactaga_euphratica,70,mainland,NT
Rodentia,Allactaga_firouzi,98.6,mainland,DD
Rodentia,Allactaga_hotsoni,76.5,mainland,LC
Rodentia,Allactaga_major,350,mainland,LC
Rodentia,Allactaga_severtzovi,159,mainland,LC
Rodentia,Allactaga_sibirica,97.5,mainland,LC
Rodentia,Allactaga_tetradactyla,52,mainland,VU
Rodentia,Allactaga_vinogradovi,75.2,mainland,NT
Rodentia,Allactaga_williamsi,100,mainland,LC
Rodentia,Allactodipus_bobrinskii,70,mainland,LC
Primates,Allenopithecus_nigroviridis,4750,mainland,LC
Primates,Allochrocebus_lhoesti,5375,mainland,VU
Primates,Allochrocebus_preussi,5250,mainland,EN
Primates,Allochrocebus_solatus,6500,mainland,VU
Rodentia,Allocricetulus_curtatus,47.8,mainland,LC
Rodentia,Allocricetulus_eversmanni,115.6,mainland,LC
Primates,Alouatta_arctoidea,5390,mainland,LC
Primates,Alouatta_belzebul,6400,mainland,VU
Primates,Alouatta_caraya,5862.5,mainland,LC
Primates,Alouatta_discolor,6262.8,mainland,VU
Primates,Alouatta_guariba,5589.2,mainland,LC
Primates,Alouatta_macconnelli,7554.8,mainland,LC
Primates,Alouatta_nigerrima,7662,mainland,LC
Primates,Alouatta_palliata,7275,mainland,LC
Primates,Alouatta_pigra,7000,mainland,EN
Primates,Alouatta_sara,6611,mainland,LC
Primates,Alouatta_seniculus,6145.5,mainland,LC
Primates,Alouatta_ululata,6682.1,mainland,EN
Rodentia,Alticola_albicaudus,31,mainland,DD
Rodentia,Alticola_argentatus,37.7,mainland,LC
Rodentia,Alticola_barakshin,35,mainland,LC
Rodentia,Alticola_lemminus,15.5,mainland,LC
Rodentia,Alticola_macrotis,36,mainland,LC
Rodentia,Alticola_montosa,19.7,mainland,VU
Rodentia,Alticola_olchonensis,33.2,mainland,EN
Rodentia,Alticola_roylei,37,mainland,NT
Rodentia,Alticola_semicanus,53.2,mainland,LC
Rodentia,Alticola_stoliczkanus,27.5,mainland,LC
Rodentia,Alticola_strelzowi,50,mainland,LC
Rodentia,Alticola_tuvinicus,33.2,mainland,LC
Afrosoricida,Amblysomus_hottentotus,52.6,mainland,LC
Afrosoricida,Amblysomus_robustus,50.9,mainland,VU
Chiroptera,Ametrida_centurio,10.3,mainland,LC
Rodentia,Ammodillus_imbellis,50,mainland,DD
Cetartiodactyla,Ammodorcas_clarkei,28049.8,mainland,VU
Rodentia,Ammospermophilus_harrisii,122,mainland,LC
Rodentia,Ammospermophilus_interpres,110.3,mainland,LC
Rodentia,Ammospermophilus_leucurus,120.5,mainland,LC
Rodentia,Ammospermophilus_nelsoni,160.4,mainland,EN
Cetartiodactyla,Ammotragus_lervia,48000,mainland,VU
Chiroptera,Amorphochilus_schnablii,3.3,mainland,VU
Rodentia,Amphinectomys_savamis,217.3,mainland,DD
Scandentia,Anathana_ellioti,160,mainland,LC
Rodentia,Andalgalomys_olrogi,32.9,mainland,LC
Rodentia,Andalgalomys_pearsoni,25.4,mainland,LC
Rodentia,Andinomys_edax,69.7,mainland,LC
Rodentia,Anomalurus_beecrofti,389,mainland,LC
Rodentia,Anomalurus_derbianus,650,mainland,LC
Rodentia,Anomalurus_pelii,1770,mainland,DD
Rodentia,Anomalurus_pusillus,250,mainland,LC
Rodentia,Anotomys_leander,66.4,mainland,VU
Chiroptera,Anoura_caudifer,10.1,mainland,LC
Chiroptera,Anoura_cultrata,16.9,mainland,LC
Chiroptera,Anoura_fistulata,13,mainland,DD
Chiroptera,Anoura_geoffroyi,14.6,mainland,LC
Chiroptera,Anoura_latidens,14.7,mainland,LC
Chiroptera,Anoura_luismanueli,8.5,mainland,LC
Eulipotyphla,Anourosorex_assamensis,25.2,mainland,LC
Eulipotyphla,Anourosorex_schmidi,37.2,mainland,DD
Eulipotyphla,Anourosorex_squamipes,20,mainland,LC
Dasyuromorphia,Antechinomys_laniger,25,mainland,LC
Dasyuromorphia,Antechinus_adustus,28.2,mainland,LC
Dasyuromorphia,Antechinus_agilis,24,mainland,LC
Dasyuromorphia,Antechinus_bellus,44.5,mainland,VU
Dasyuromorphia,Antechinus_flavipes,45,mainland,LC
Dasyuromorphia,Antechinus_godmani,76.5,mainland,NT
Dasyuromorphia,Antechinus_leo,74,mainland,LC
Dasyuromorphia,Antechinus_minimus,53.5,mainland,LC
Dasyuromorphia,Antechinus_stuartii,27.5,mainland,LC
Dasyuromorphia,Antechinus_subtropicus,33.1,mainland,LC
Dasyuromorphia,Antechinus_swainsonii,53,mainland,LC
Cetartiodactyla,Antidorcas_australis,40000,mainland,EP
Cetartiodactyla,Antidorcas_bondi,34000,mainland,EP
Cetartiodactyla,Antidorcas_marsupialis,31500,mainland,LC
Cetartiodactyla,Antifer_ultra,86666.2,mainland,EP
Cetartiodactyla,Antilocapra_americana,46082.9,mainland,LC
Cetartiodactyla,Antilope_cervicapra,37500,mainland,NT
Chiroptera,Antrozous_pallidus,20.8,mainland,LC
Carnivora,Aonyx_capensis,18999.8,mainland,NT
Carnivora,Aonyx_cinereus,1747.6,mainland,VU
Carnivora,Aonyx_congicus,23800.2,mainland,NT
Primates,Aotus_azarae,963,mainland,LC
Primates,Aotus_brumbacki,800,mainland,VU
Primates,Aotus_griseimembra,966,mainland,VU
Primates,Aotus_jorgehernandezi,873,mainland,DD
Primates,Aotus_lemurinus,873,mainland,VU
Primates,Aotus_miconax,800,mainland,VU
Primates,Aotus_nancymaae,788,mainland,LC
Primates,Aotus_nigriceps,1060,mainland,LC
Primates,Aotus_trivirgatus,900,mainland,LC
Primates,Aotus_vociferans,873,mainland,LC
Primates,Aotus_zonalis,902.5,mainland,DD
Rodentia,Aplodontia_rufa,1004,mainland,LC
Rodentia,Apodemus_agrarius,23.3,mainland,LC
Rodentia,Apodemus_alpicola,28.1,mainland,LC
Rodentia,Apodemus_avicennicus,30.7,mainland,DD
Rodentia,Apodemus_chevrieri,32.9,mainland,LC
Rodentia,Apodemus_draco,22.3,mainland,LC
Rodentia,Apodemus_epimelas,42,mainland,LC
Rodentia,Apodemus_flavicollis,39,mainland,LC
Rodentia,Apodemus_gurkha,39.9,mainland,LC
Rodentia,Apodemus_hyrcanicus,28.5,mainland,NT
Rodentia,Apodemus_latronum,35.2,mainland,LC
Rodentia,Apodemus_mystacinus,45.6,mainland,LC
Rodentia,Apodemus_pallipes,25.5,mainland,LC
Rodentia,Apodemus_peninsulae,32.9,mainland,LC
Rodentia,Apodemus_ponticus,33.8,mainland,LC
Rodentia,Apodemus_rusiges,30.1,mainland,LC
Rodentia,Apodemus_sylvaticus,30.5,mainland,LC
Rodentia,Apodemus_uralensis,17.1,mainland,LC
Rodentia,Apodemus_witherbyi,30,mainland,LC
Cetartiodactyla,Arabitragus_jayakari,23000,mainland,EN
Rodentia,Arborimus_albipes,23,mainland,LC
Rodentia,Arborimus_longicaudus,21.8,mainland,NT
Rodentia,Arborimus_pomo,32.5,mainland,NT
Carnivora,Arctictis_binturong,9875,mainland,VU
Primates,Arctocebus_aureus,235,mainland,LC
Primates,Arctocebus_calabarensis,210,mainland,LC
Carnivora,Arctocephalus_australis,45000,mainland,LC
Carnivora,Arctocephalus_forsteri,101250,mainland,LC
Carnivora,Arctocephalus_gazella,97500,mainland,LC
Carnivora,Arctocephalus_pusillus,178500,mainland,LC
Carnivora,Arctocephalus_townsendi,105000,mainland,LC
Carnivora,Arctodus_simus,709500,mainland,EP
Carnivora,Arctogalidia_trivirgata,2250,mainland,LC
Carnivora,Arctonyx_albogularis,7006.5,mainland,LC
Carnivora,Arctonyx_collaris,6356,mainland,VU
Carnivora,Arctotherium_tarijense,139420,mainland,EP
Carnivora,Arctotherium_wingei,73498.6,mainland,EP
Chiroptera,Arielulus_aureocollaris,14.5,mainland,LC
Chiroptera,Arielulus_circumdatus,10.4,mainland,LC
Chiroptera,Arielulus_societatis,4.9,mainland,VU
Chiroptera,Artibeus_amplus,60,mainland,LC
Chiroptera,Artibeus_concolor,19.4,mainland,LC
Chiroptera,Artibeus_fimbriatus,63.9,mainland,LC
Chiroptera,Artibeus_fraterculus,39.5,mainland,LC
Chiroptera,Artibeus_hirsutus,38.7,mainland,LC
Chiroptera,Artibeus_inopinatus,29.3,mainland,DD
Chiroptera,Artibeus_jamaicensis,42.2,mainland,LC
Chiroptera,Artibeus_lituratus,60.5,mainland,LC
Chiroptera,Artibeus_obscurus,35.2,mainland,LC
Chiroptera,Artibeus_planirostris,47,mainland,LC
Rodentia,Arvicanthis_abyssinicus,77.1,mainland,LC
Rodentia,Arvicanthis_ansorgei,113.5,mainland,LC
Rodentia,Arvicanthis_blicki,128,mainland,NT
Rodentia,Arvicanthis_nairobae,104,mainland,LC
Rodentia,Arvicanthis_neumanni,95.1,mainland,LC
Rodentia,Arvicanthis_niloticus,106.9,mainland,LC
Rodentia,Arvicanthis_rufinus,144.1,mainland,LC
Rodentia,Arvicola_amphibius,225,mainland,LC
Rodentia,Arvicola_sapidus,220,mainland,VU
Rodentia,Arvicola_scherman,97.5,mainland,LC
Chiroptera,Asellia_patrizii,6,mainland,LC
Chiroptera,Asellia_tridens,11.9,mainland,LC
Chiroptera,Aselliscus_stoliczkanus,4.9,mainland,LC
Eulipotyphla,Atelerix_albiventris,600,mainland,LC
Eulipotyphla,Atelerix_algirus,1250,mainland,LC
Eulipotyphla,Atelerix_frontalis,309.5,mainland,LC
Eulipotyphla,Atelerix_sclateri,436.5,mainland,LC
Primates,Ateles_belzebuth,5000,mainland,EN
Primates,Ateles_chamek,6000,mainland,EN
Primates,Ateles_fusciceps,9100,mainland,CR
Primates,Ateles_geoffroyi,5284.9,mainland,EN
Primates,Ateles_hybridus,8675,mainland,CR
Primates,Ateles_marginatus,6000,mainland,EN
Primates,Ateles_paniscus,7900.1,mainland,VU
Carnivora,Atelocynus_microtis,7750,mainland,NT
Rodentia,Atherurus_africanus,1934,mainland,LC
Rodentia,Atherurus_macrourus,2000,mainland,LC
Carnivora,Atilax_paludinosus,3300,mainland,LC
Rodentia,Atlantoxerus_getulus,251,mainland,LC
Rodentia,Auliscomys_boliviensis,65.7,mainland,LC
Rodentia,Auliscomys_pictus,54.7,mainland,LC
Rodentia,Auliscomys_sublimis,38,mainland,LC
Chiroptera,Austronomus_australis,31.8,mainland,LC
Cetartiodactyla,Axis_axis,66172.8,mainland,LC
Cetartiodactyla,Axis_porcinus,34127.8,mainland,EN
Lagomorpha,Aztlanolagus_agilis,2000,mainland,EP
Rodentia,Baiomys_musculus,9,mainland,LC
Rodentia,Baiomys_taylori,8,mainland,LC
Chiroptera,Balantiopteryx_infusca,4.4,mainland,VU
Chiroptera,Balantiopteryx_io,4.3,mainland,VU
Chiroptera,Balantiopteryx_plicata,6.4,mainland,LC
Chiroptera,Balionycteris_maculata,13.4,mainland,LC
Rodentia,Bandicota_bengalensis,188.5,mainland,LC
Rodentia,Bandicota_indica,720,mainland,LC
Rodentia,Bandicota_savilei,199,mainland,LC
Chiroptera,Barbastella_barbastellus,8,mainland,NT
Chiroptera,Barbastella_leucomelas,15.1,mainland,LC
Carnivora,Bassaricyon_alleni,1235,mainland,LC
Carnivora,Bassaricyon_gabbii,1250,mainland,LC
Carnivora,Bassaricyon_medius,1262.7,mainland,LC
Carnivora,Bassaricyon_neblina,1443.8,mainland,NT
Carnivora,Bassariscus_astutus,1129.5,mainland,LC
Carnivora,Bassariscus_sumichrasti,900,mainland,LC
Rodentia,Bathyergus_janetta,332,mainland,LC
Rodentia,Bathyergus_suillus,625,mainland,LC
Chiroptera,Bauerus_dubiaquercus,22.9,mainland,NT
Carnivora,Bdeogale_crassicauda,1550,mainland,LC
Carnivora,Bdeogale_jacksoni,2500,mainland,NT
Carnivora,Bdeogale_nigripes,2500,mainland,LC
Carnivora,Bdeogale_omnivora,1750,mainland,VU
Rodentia,Beamys_hindei,75.8,mainland,LC
Cetartiodactyla,Beatragus_hunteri,80000,mainland,CR
Rodentia,Belomys_pearsonii,217,mainland,DD
Rodentia,Berylmys_berdmorei,235,mainland,LC
Rodentia,Berylmys_bowersi,300,mainland,LC
Rodentia,Berylmys_mackenziei,256,mainland,DD
Rodentia,Berylmys_manipulus,116,mainland,DD
Diprotodontia,Bettongia_anhydra,1582.3,mainland,EX
Diprotodontia,Bettongia_gaimardi,1660,mainland,NT
Diprotodontia,Bettongia_lesueur,1500,mainland,NT
Diprotodontia,Bettongia_penicillata,1300,mainland,CR
Diprotodontia,Bettongia_pusilla,1588.9,mainland,EX
Diprotodontia,Bettongia_tropica,1200,mainland,EN
Rodentia,Bibimys_chacoensis,28,mainland,LC
Rodentia,Bibimys_labiosus,29,mainland,LC
Rodentia,Bibimys_torresi,28,mainland,NT
Cetartiodactyla,Bison_bison,579255.3,mainland,NT
Cetartiodactyla,Bison_bonasus,500000,mainland,VU
Rodentia,Biswamoyopterus_biswasi,1613.3,mainland,CR
Rodentia,Blanfordimys_afghanus,30.8,mainland,LC
Rodentia,Blanfordimys_bucharensis,35,mainland,LC
Eulipotyphla,Blarina_brevicauda,28,mainland,LC
Eulipotyphla,Blarina_carolinensis,13.5,mainland,LC
Eulipotyphla,Blarina_hylophaga,14.5,mainland,LC
Eulipotyphla,Blarinella_griselda,8,mainland,LC
Eulipotyphla,Blarinella_quadraticauda,12.5,mainland,NT
Eulipotyphla,Blarinella_wardi,7.7,mainland,LC
Rodentia,Blarinomys_breviceps,36.8,mainland,LC
Cetartiodactyla,Blastocerus_dichotomus,86666.2,mainland,VU
Cetartiodactyla,Bootherium_bombifrons,300000,mainland,EP
Diprotodontia,Borungaboodie_hatcheri,10000,mainland,EP
Cetartiodactyla,Bos_gaurus,825000,mainland,VU
Cetartiodactyla,Bos_javanicus,700000,mainland,EN
Cetartiodactyla,Bos_mutus,546250,mainland,VU
Cetartiodactyla,Bos_primigenius,900000,mainland,EX
Cetartiodactyla,Bos_sauveli,800000,mainland,CR
Cetartiodactyla,Boselaphus_tragocamelus,169000,mainland,LC
Rodentia,Brachiones_przewalskii,22,mainland,LC
Lagomorpha,Brachylagus_idahoensis,421.3,mainland,LC
Carnivora,Brachyprotoma_obtusata,4500,mainland,EP
Primates,Brachyteles_arachnoides,13499.9,mainland,EN
Primates,Brachyteles_hypoxanthus,8865,mainland,CR
Pilosa,Bradypus_torquatus,3900,mainland,VU
Pilosa,Bradypus_tridactylus,3850,mainland,LC
Pilosa,Bradypus_variegatus,4335,mainland,LC
Rodentia,Brucepattersonius_albinasus,20,mainland,DD
Rodentia,Brucepattersonius_griserufescens,27,mainland,DD
Rodentia,Brucepattersonius_guarani,32,mainland,DD
Rodentia,Brucepattersonius_igniventris,35,mainland,DD
Rodentia,Brucepattersonius_iheringi,43,mainland,LC
Rodentia,Brucepattersonius_misionensis,34,mainland,DD
Rodentia,Brucepattersonius_paradisus,42,mainland,DD
Rodentia,Brucepattersonius_soricinus,28.7,mainland,DD
Cetartiodactyla,Bubalus_arnee,725000,mainland,EN
Cetartiodactyla,Budorcas_taxicolor,302000,mainland,VU
Lagomorpha,Bunolagus_monticularis,1750,mainland,CR
Diprotodontia,Burramys_parvus,41.5,mainland,CR
Cingulata,Cabassous_centralis,3810,mainland,DD
Cingulata,Cabassous_chacoensis,1490,mainland,NT
Cingulata,Cabassous_tatouay,5350,mainland,LC
Cingulata,Cabassous_unicinctus,4800,mainland,LC
Primates,Cacajao_calvus,5796,mainland,VU
Primates,Cacajao_hosomi,3100,mainland,VU
Paucituberculata,Caenolestes_caniventer,40,mainland,NT
Paucituberculata,Caenolestes_condorensis,48,mainland,VU
Paucituberculata,Caenolestes_convelatus,40,mainland,VU
Paucituberculata,Caenolestes_fuliginosus,27.8,mainland,LC
Paucituberculata,Caenolestes_sangay,37.9,mainland,VU
Primates,Caipora_bambuiorum,20500,mainland,EP
Afrosoricida,Calcochloris_obtusirostris,24.1,mainland,LC
Afrosoricida,Calcochloris_tytonis,45.6,mainland,DD
Primates,Callicebus_aureipalatii,950,mainland,LC
Primates,Callicebus_baptista,956.5,mainland,LC
Primates,Callicebus_barbarabrownae,1228.7,mainland,CR
Primates,Callicebus_bernhardi,950,mainland,LC
Primates,Callicebus_brunneus,992.4,mainland,LC
Primates,Callicebus_caligatus,992.4,mainland,LC
Primates,Callicebus_caquetensis,915,mainland,CR
Primates,Callicebus_cinerascens,992.4,mainland,LC
Primates,Callicebus_coimbrai,1181.7,mainland,EN
Primates,Callicebus_cupreus,915,mainland,LC
Primates,Callicebus_discolor,917.7,mainland,LC
Primates,Callicebus_donacophilus,795,mainland,LC
Primates,Callicebus_dubius,992.4,mainland,LC
Primates,Callicebus_hoffmannsi,992.4,mainland,LC
Primates,Callicebus_lucifer,1329,mainland,LC
Primates,Callicebus_lugens,1203.6,mainland,LC
Primates,Callicebus_medemi,1299.6,mainland,VU
Primates,Callicebus_melanochir,1322.4,mainland,VU
Primates,Callicebus_modestus,992.4,mainland,EN
Primates,Callicebus_moloch,854.7,mainland,LC
Primates,Callicebus_nigrifrons,1215.1,mainland,NT
Primates,Callicebus_oenanthe,992.4,mainland,CR
Primates,Callicebus_olallae,992.4,mainland,EN
Primates,Callicebus_ornatus,832.6,mainland,VU
Primates,Callicebus_pallescens,832.1,mainland,LC
Primates,Callicebus_personatus,1350,mainland,VU
Primates,Callicebus_purinus,1333.5,mainland,LC
Primates,Callicebus_regulus,1273.6,mainland,LC
Primates,Callicebus_stephennashi,690,mainland,DD
Primates,Callicebus_torquatus,1050,mainland,LC
Primates,Callimico_goeldii,480,mainland,VU
Rodentia,Callistomys_pictus,519,mainland,EN
Primates,Callithrix_aurita,342,mainland,VU
Primates,Callithrix_flaviceps,342,mainland,EN
Primates,Callithrix_geoffroyi,342,mainland,LC
Primates,Callithrix_jacchus,292,mainland,LC
Primates,Callithrix_kuhlii,342,mainland,NT
Primates,Callithrix_penicillata,342,mainland,LC
Carnivora,Callorhinus_ursinus,45133,mainland,VU
Rodentia,Callosciurus_caniceps,257,mainland,LC
Rodentia,Callosciurus_erythraeus,280,mainland,LC
Rodentia,Callosciurus_finlaysonii,278,mainland,LC
Rodentia,Callosciurus_inornatus,325,mainland,LC
Rodentia,Callosciurus_nigrovittatus,202,mainland,NT
Rodentia,Callosciurus_notatus,197.5,mainland,LC
Rodentia,Callosciurus_phayrei,269,mainland,LC
Rodentia,Callosciurus_prevostii,361.5,mainland,LC
Rodentia,Callosciurus_pygerythrus,252,mainland,LC
Rodentia,Callosciurus_quinquestriatus,318.6,mainland,NT
Rodentia,Callospermophilus_lateralis,191,mainland,LC
Rodentia,Callospermophilus_madrensis,275,mainland,NT
Rodentia,Callospermophilus_saturatus,220,mainland,LC
Rodentia,Calomys_boliviae,27,mainland,LC
Rodentia,Calomys_callidus,27,mainland,LC
Rodentia,Calomys_callosus,48,mainland,LC
Rodentia,Calomys_expulsus,28.2,mainland,LC
Rodentia,Calomys_fecundus,41,mainland,LC
Rodentia,Calomys_hummelincki,27,mainland,LC
Rodentia,Calomys_laucha,14,mainland,LC
Rodentia,Calomys_lepidus,26.6,mainland,LC
Rodentia,Calomys_musculinus,20.1,mainland,LC
Rodentia,Calomys_sorellus,20,mainland,LC
Rodentia,Calomys_tener,13.8,mainland,LC
Rodentia,Calomys_tocantinsi,25.3,mainland,LC
Rodentia,Calomys_venustus,50.7,mainland,LC
Rodentia,Calomyscus_bailwardi,20.4,mainland,LC
Rodentia,Calomyscus_baluchi,20.1,mainland,LC
Rodentia,Calomyscus_elburzensis,17,mainland,LC
Rodentia,Calomyscus_grandis,18.3,mainland,DD
Rodentia,Calomyscus_hotsoni,16.3,mainland,LC
Rodentia,Calomyscus_mystax,17,mainland,LC
Rodentia,Calomyscus_tsolovi,12.7,mainland,DD
Rodentia,Calomyscus_urartensis,16.5,mainland,LC
Diprotodontia,Caloprymnus_campestris,900,mainland,EX
